Account ID,Account Name,Row,Access,Project Year,Energy Source,Percent
58627,"City of Alton, IL",10,Public,2017,Unknown sources,
54092,City of Ann Arbor,1,Public,2017,Coal,70
54092,City of Ann Arbor,2,Public,2017,Gas,4
54092,City of Ann Arbor,3,Public,2017,Oil,0.2
54092,City of Ann Arbor,4,Public,2017,Nuclear,
54092,City of Ann Arbor,5,Public,2017,Hydro,0.14
54092,City of Ann Arbor,6,Public,2017,Biomass,1.02
54092,City of Ann Arbor,7,Public,2017,Wind,5.97
54092,City of Ann Arbor,8,Public,2017,Geothermal,
54092,City of Ann Arbor,9,Public,2017,Solar,0.05
54092,City of Ann Arbor,10,Public,2017,Unknown sources,
55799,"Arlington, VA",1,Public,2017,Coal,26
55799,"Arlington, VA",2,Public,2017,Gas,24
55799,"Arlington, VA",3,Public,2017,Oil,
55799,"Arlington, VA",4,Public,2017,Nuclear,47
55799,"Arlington, VA",5,Public,2017,Hydro,
55799,"Arlington, VA",6,Public,2017,Biomass,1
55799,"Arlington, VA",7,Public,2017,Wind,1
55799,"Arlington, VA",8,Public,2017,Geothermal,
55799,"Arlington, VA",9,Public,2017,Solar,1
55799,"Arlington, VA",10,Public,2017,Unknown sources,
54114,City of Asheville,1,Public,2017,Coal,
54114,City of Asheville,2,Public,2017,Gas,
54114,City of Asheville,3,Public,2017,Oil,
54114,City of Asheville,4,Public,2017,Nuclear,
54114,City of Asheville,5,Public,2017,Hydro,
54114,City of Asheville,6,Public,2017,Biomass,
54114,City of Asheville,7,Public,2017,Wind,
54114,City of Asheville,8,Public,2017,Geothermal,
54114,City of Asheville,9,Public,2017,Solar,
54114,City of Asheville,10,Public,2017,Unknown sources,
52897,City of Aspen,1,Public,2017,Coal,22.6
52897,City of Aspen,2,Public,2017,Gas,0.4
52897,City of Aspen,3,Public,2017,Oil,1
52897,City of Aspen,4,Public,2017,Nuclear,2
52897,City of Aspen,5,Public,2017,Hydro,48
52897,City of Aspen,6,Public,2017,Biomass,
52897,City of Aspen,7,Public,2017,Wind,26
52897,City of Aspen,8,Public,2017,Geothermal,
52897,City of Aspen,9,Public,2017,Solar,
52897,City of Aspen,10,Public,2017,Unknown sources,
1093,City of Atlanta,1,Public,2017,Coal,32
1093,City of Atlanta,2,Public,2017,Gas,49
1093,City of Atlanta,3,Public,2017,Oil,4
1093,City of Atlanta,4,Public,2017,Nuclear,9
1093,City of Atlanta,5,Public,2017,Hydro,5
1093,City of Atlanta,6,Public,2017,Biomass,0.25
1093,City of Atlanta,7,Public,2017,Wind,0.25
1093,City of Atlanta,8,Public,2017,Geothermal,0.25
1093,City of Atlanta,9,Public,2017,Solar,0.25
1093,City of Atlanta,10,Public,2017,Unknown sources,
35853,City of Baltimore,1,Public,2017,Coal,34.26
35853,City of Baltimore,2,Public,2017,Gas,26.34
35853,City of Baltimore,3,Public,2017,Oil,0.2
35853,City of Baltimore,4,Public,2017,Nuclear,34.69
35853,City of Baltimore,5,Public,2017,Hydro,1.04
35853,City of Baltimore,6,Public,2017,Biomass,0.12
35853,City of Baltimore,7,Public,2017,Wind,2.23
35853,City of Baltimore,8,Public,2017,Geothermal,
35853,City of Baltimore,9,Public,2017,Solar,0.13
35853,City of Baltimore,10,Public,2017,Unknown sources,0.09
49787,City of Benicia,1,Public,2017,Coal,0
49787,City of Benicia,2,Public,2017,Gas,0
49787,City of Benicia,3,Public,2017,Oil,0
49787,City of Benicia,4,Public,2017,Nuclear,0
49787,City of Benicia,5,Public,2017,Hydro,9
49787,City of Benicia,6,Public,2017,Biomass,5
49787,City of Benicia,7,Public,2017,Wind,46
49787,City of Benicia,8,Public,2017,Geothermal,4
49787,City of Benicia,9,Public,2017,Solar,1
49787,City of Benicia,10,Public,2017,Unknown sources,
54104,City of Boulder,1,Public,2017,Coal,52.7
54104,City of Boulder,2,Public,2017,Gas,25.3
54104,City of Boulder,3,Public,2017,Oil,0.1
54104,City of Boulder,4,Public,2017,Nuclear,0
54104,City of Boulder,5,Public,2017,Hydro,1.7
54104,City of Boulder,6,Public,2017,Biomass,0.1
54104,City of Boulder,7,Public,2017,Wind,18.9
54104,City of Boulder,8,Public,2017,Geothermal,0
54104,City of Boulder,9,Public,2017,Solar,1.2
54104,City of Boulder,10,Public,2017,Unknown sources,
54046,City of Brownsville,1,Public,2017,Coal,32
54046,City of Brownsville,2,Public,2017,Gas,63
54046,City of Brownsville,3,Public,2017,Oil,0
54046,City of Brownsville,4,Public,2017,Nuclear,0
54046,City of Brownsville,5,Public,2017,Hydro,0
54046,City of Brownsville,6,Public,2017,Biomass,0
54046,City of Brownsville,7,Public,2017,Wind,4
54046,City of Brownsville,8,Public,2017,Geothermal,0
54046,City of Brownsville,9,Public,2017,Solar,1
54046,City of Brownsville,10,Public,2017,Unknown sources,
50550,City of Buffalo,1,Public,2017,Coal,
50550,City of Buffalo,2,Public,2017,Gas,
50550,City of Buffalo,3,Public,2017,Oil,
50550,City of Buffalo,4,Public,2017,Nuclear,
50550,City of Buffalo,5,Public,2017,Hydro,
50550,City of Buffalo,6,Public,2017,Biomass,
50550,City of Buffalo,7,Public,2017,Wind,
50550,City of Buffalo,8,Public,2017,Geothermal,
50550,City of Buffalo,9,Public,2017,Solar,
50550,City of Buffalo,10,Public,2017,Unknown sources,
2430,City of Burlington,1,Public,2017,Coal,
2430,City of Burlington,2,Public,2017,Gas,
2430,City of Burlington,3,Public,2017,Oil,
2430,City of Burlington,4,Public,2017,Nuclear,
2430,City of Burlington,5,Public,2017,Hydro,31.79
2430,City of Burlington,6,Public,2017,Biomass,45.38
2430,City of Burlington,7,Public,2017,Wind,16.7
2430,City of Burlington,8,Public,2017,Geothermal,
2430,City of Burlington,9,Public,2017,Solar,0.1
2430,City of Burlington,10,Public,2017,Unknown sources,
35475,City of Calgary,1,Public,2017,Coal,50.7
35475,City of Calgary,2,Public,2017,Gas,39.5
35475,City of Calgary,3,Public,2017,Oil,
35475,City of Calgary,4,Public,2017,Nuclear,
35475,City of Calgary,5,Public,2017,Hydro,2.1
35475,City of Calgary,6,Public,2017,Biomass,2.6
35475,City of Calgary,7,Public,2017,Wind,4.7
35475,City of Calgary,8,Public,2017,Geothermal,
35475,City of Calgary,9,Public,2017,Solar,
35475,City of Calgary,10,Public,2017,Unknown sources,0.4
55800,City of Cambridge,1,Public,2017,Coal,2.6
55800,City of Cambridge,2,Public,2017,Gas,67.8
55800,City of Cambridge,3,Public,2017,Oil,0
55800,City of Cambridge,4,Public,2017,Nuclear,11.1
55800,City of Cambridge,5,Public,2017,Hydro,11.3
55800,City of Cambridge,6,Public,2017,Biomass,6.7
55800,City of Cambridge,7,Public,2017,Wind,0.4
55800,City of Cambridge,8,Public,2017,Geothermal,
55800,City of Cambridge,9,Public,2017,Solar,0.1
55800,City of Cambridge,10,Public,2017,Unknown sources,
35857,City of Cincinnati,1,Public,2017,Coal,65.5
35857,City of Cincinnati,2,Public,2017,Gas,14.5
35857,City of Cincinnati,3,Public,2017,Oil,0.5
35857,City of Cincinnati,4,Public,2017,Nuclear,16
35857,City of Cincinnati,5,Public,2017,Hydro,1
35857,City of Cincinnati,6,Public,2017,Biomass,1
35857,City of Cincinnati,7,Public,2017,Wind,1.5
35857,City of Cincinnati,8,Public,2017,Geothermal,0
35857,City of Cincinnati,9,Public,2017,Solar,0
35857,City of Cincinnati,10,Public,2017,Unknown sources,
35859,City of Cleveland,1,Public,2017,Coal,65
35859,City of Cleveland,2,Public,2017,Gas,3
35859,City of Cleveland,3,Public,2017,Oil,1
35859,City of Cleveland,4,Public,2017,Nuclear,28
35859,City of Cleveland,5,Public,2017,Hydro,2
35859,City of Cleveland,6,Public,2017,Biomass,
35859,City of Cleveland,7,Public,2017,Wind,1
35859,City of Cleveland,8,Public,2017,Geothermal,
35859,City of Cleveland,9,Public,2017,Solar,
35859,City of Cleveland,10,Public,2017,Unknown sources,
55415,"City of Columbia, SC",1,Public,2017,Coal,31.7
55415,"City of Columbia, SC",2,Public,2017,Gas,20.8
55415,"City of Columbia, SC",3,Public,2017,Oil,0.6
55415,"City of Columbia, SC",4,Public,2017,Nuclear,42.2
55415,"City of Columbia, SC",5,Public,2017,Hydro,1.3
55415,"City of Columbia, SC",6,Public,2017,Biomass,2.9
55415,"City of Columbia, SC",7,Public,2017,Wind,0
55415,"City of Columbia, SC",8,Public,2017,Geothermal,0
55415,"City of Columbia, SC",9,Public,2017,Solar,0.2
55415,"City of Columbia, SC",10,Public,2017,Unknown sources,0.4
43910,City of Columbus,1,Public,2017,Coal,57.99
43910,City of Columbus,2,Public,2017,Gas,24.8
43910,City of Columbus,3,Public,2017,Oil,0.23
43910,City of Columbus,4,Public,2017,Nuclear,15.47
43910,City of Columbus,5,Public,2017,Hydro,0.38
43910,City of Columbus,6,Public,2017,Biomass,0.08
43910,City of Columbus,7,Public,2017,Wind,1
43910,City of Columbus,8,Public,2017,Geothermal,
43910,City of Columbus,9,Public,2017,Solar,0.05
43910,City of Columbus,10,Public,2017,Unknown sources,
35860,City of Dallas,1,Public,2017,Coal,0
35860,City of Dallas,2,Public,2017,Gas,0
35860,City of Dallas,3,Public,2017,Oil,
35860,City of Dallas,4,Public,2017,Nuclear,0
35860,City of Dallas,5,Public,2017,Hydro,
35860,City of Dallas,6,Public,2017,Biomass,
35860,City of Dallas,7,Public,2017,Wind,98
35860,City of Dallas,8,Public,2017,Geothermal,
35860,City of Dallas,9,Public,2017,Solar,1
35860,City of Dallas,10,Public,2017,Unknown sources,1
32550,City of Denver,1,Public,2017,Coal,52.9
32550,City of Denver,2,Public,2017,Gas,23.5
32550,City of Denver,3,Public,2017,Oil,0
32550,City of Denver,4,Public,2017,Nuclear,0
32550,City of Denver,5,Public,2017,Hydro,2
32550,City of Denver,6,Public,2017,Biomass,0.1
32550,City of Denver,7,Public,2017,Wind,19.3
32550,City of Denver,8,Public,2017,Geothermal,0
32550,City of Denver,9,Public,2017,Solar,1.3
32550,City of Denver,10,Public,2017,Unknown sources,0.9
35862,City of Detroit,1,Public,2017,Coal,76
35862,City of Detroit,2,Public,2017,Gas,5
35862,City of Detroit,3,Public,2017,Oil,
35862,City of Detroit,4,Public,2017,Nuclear,15
35862,City of Detroit,5,Public,2017,Hydro,
35862,City of Detroit,6,Public,2017,Biomass,
35862,City of Detroit,7,Public,2017,Wind,
35862,City of Detroit,8,Public,2017,Geothermal,
35862,City of Detroit,9,Public,2017,Solar,
35862,City of Detroit,10,Public,2017,Unknown sources,
54108,City of Durham,1,Public,2017,Coal,45
54108,City of Durham,2,Public,2017,Gas,3
54108,City of Durham,3,Public,2017,Oil,
54108,City of Durham,4,Public,2017,Nuclear,51
54108,City of Durham,5,Public,2017,Hydro,1
54108,City of Durham,6,Public,2017,Biomass,
54108,City of Durham,7,Public,2017,Wind,
54108,City of Durham,8,Public,2017,Geothermal,
54108,City of Durham,9,Public,2017,Solar,
54108,City of Durham,10,Public,2017,Unknown sources,
58590,"City of Easton, PA",1,Public,2017,Coal,23.3
58590,"City of Easton, PA",2,Public,2017,Gas,30.7
58590,"City of Easton, PA",3,Public,2017,Oil,0.7
58590,"City of Easton, PA",4,Public,2017,Nuclear,40.5
58590,"City of Easton, PA",5,Public,2017,Hydro,1.2
58590,"City of Easton, PA",6,Public,2017,Biomass,1.3
58590,"City of Easton, PA",7,Public,2017,Wind,1.3
58590,"City of Easton, PA",8,Public,2017,Geothermal,0
58590,"City of Easton, PA",9,Public,2017,Solar,0.2
58590,"City of Easton, PA",10,Public,2017,Unknown sources,0.7
43912,City of Edmonton,1,Public,2017,Coal,52
43912,City of Edmonton,2,Public,2017,Gas,38
43912,City of Edmonton,3,Public,2017,Oil,0
43912,City of Edmonton,4,Public,2017,Nuclear,0
43912,City of Edmonton,5,Public,2017,Hydro,2
43912,City of Edmonton,6,Public,2017,Biomass,3
43912,City of Edmonton,7,Public,2017,Wind,5
43912,City of Edmonton,8,Public,2017,Geothermal,
43912,City of Edmonton,9,Public,2017,Solar,
43912,City of Edmonton,10,Public,2017,Unknown sources,
54070,City of Eugene,1,Public,2017,Coal,0
54070,City of Eugene,2,Public,2017,Gas,0.8
54070,City of Eugene,3,Public,2017,Oil,0
54070,City of Eugene,4,Public,2017,Nuclear,7.5
54070,City of Eugene,5,Public,2017,Hydro,76.9
54070,City of Eugene,6,Public,2017,Biomass,6.4
54070,City of Eugene,7,Public,2017,Wind,5.8
54070,City of Eugene,8,Public,2017,Geothermal,0
54070,City of Eugene,9,Public,2017,Solar,0.1
54070,City of Eugene,10,Public,2017,Unknown sources,2.5
54113,City of Flagstaff,1,Public,2017,Coal,38
54113,City of Flagstaff,2,Public,2017,Gas,22
54113,City of Flagstaff,3,Public,2017,Oil,
54113,City of Flagstaff,4,Public,2017,Nuclear,30
54113,City of Flagstaff,5,Public,2017,Hydro,
54113,City of Flagstaff,6,Public,2017,Biomass,
54113,City of Flagstaff,7,Public,2017,Wind,
54113,City of Flagstaff,8,Public,2017,Geothermal,
54113,City of Flagstaff,9,Public,2017,Solar,10
54113,City of Flagstaff,10,Public,2017,Unknown sources,
50549,City of Fort Worth,1,Public,2017,Coal,
50549,City of Fort Worth,2,Public,2017,Gas,
50549,City of Fort Worth,3,Public,2017,Oil,
50549,City of Fort Worth,4,Public,2017,Nuclear,
50549,City of Fort Worth,5,Public,2017,Hydro,
50549,City of Fort Worth,6,Public,2017,Biomass,
50549,City of Fort Worth,7,Public,2017,Wind,
50549,City of Fort Worth,8,Public,2017,Geothermal,
50549,City of Fort Worth,9,Public,2017,Solar,
50549,City of Fort Worth,10,Public,2017,Unknown sources,
54060,City of Greater Sudbury / Grand Sudbury,1,Public,2017,Coal,
54060,City of Greater Sudbury / Grand Sudbury,2,Public,2017,Gas,
54060,City of Greater Sudbury / Grand Sudbury,3,Public,2017,Oil,
54060,City of Greater Sudbury / Grand Sudbury,4,Public,2017,Nuclear,
54060,City of Greater Sudbury / Grand Sudbury,5,Public,2017,Hydro,
54060,City of Greater Sudbury / Grand Sudbury,6,Public,2017,Biomass,
54060,City of Greater Sudbury / Grand Sudbury,7,Public,2017,Wind,
54060,City of Greater Sudbury / Grand Sudbury,8,Public,2017,Geothermal,
54060,City of Greater Sudbury / Grand Sudbury,9,Public,2017,Solar,
54060,City of Greater Sudbury / Grand Sudbury,10,Public,2017,Unknown sources,
50555,City of Hamilton,1,Public,2017,Coal,
50555,City of Hamilton,2,Public,2017,Gas,8.2
50555,City of Hamilton,3,Public,2017,Oil,
50555,City of Hamilton,4,Public,2017,Nuclear,59
50555,City of Hamilton,5,Public,2017,Hydro,24
50555,City of Hamilton,6,Public,2017,Biomass,0.2
50555,City of Hamilton,7,Public,2017,Wind,8.2
50555,City of Hamilton,8,Public,2017,Geothermal,
50555,City of Hamilton,9,Public,2017,Solar,0.4
50555,City of Hamilton,10,Public,2017,Unknown sources,
54078,City of Hayward,1,Public,2017,Coal,0
54078,City of Hayward,2,Public,2017,Gas,23
54078,City of Hayward,3,Public,2017,Oil,
54078,City of Hayward,4,Public,2017,Nuclear,21
54078,City of Hayward,5,Public,2017,Hydro,9
54078,City of Hayward,6,Public,2017,Biomass,5
54078,City of Hayward,7,Public,2017,Wind,7
54078,City of Hayward,8,Public,2017,Geothermal,5
54078,City of Hayward,9,Public,2017,Solar,9
54078,City of Hayward,10,Public,2017,Unknown sources,
55418,City of Huntington Beach,1,Public,2017,Coal,0
55418,City of Huntington Beach,2,Public,2017,Gas,
55418,City of Huntington Beach,3,Public,2017,Oil,
55418,City of Huntington Beach,4,Public,2017,Nuclear,0
55418,City of Huntington Beach,5,Public,2017,Hydro,2
55418,City of Huntington Beach,6,Public,2017,Biomass,2
55418,City of Huntington Beach,7,Public,2017,Wind,42
55418,City of Huntington Beach,8,Public,2017,Geothermal,39
55418,City of Huntington Beach,9,Public,2017,Solar,15
55418,City of Huntington Beach,10,Public,2017,Unknown sources,
54111,City of Iowa City,1,Public,2017,Coal,39.3
54111,City of Iowa City,2,Public,2017,Gas,0.3
54111,City of Iowa City,3,Public,2017,Oil,0
54111,City of Iowa City,4,Public,2017,Nuclear,13.1
54111,City of Iowa City,5,Public,2017,Hydro,0
54111,City of Iowa City,6,Public,2017,Biomass,0
54111,City of Iowa City,7,Public,2017,Wind,35.5
54111,City of Iowa City,8,Public,2017,Geothermal,0
54111,City of Iowa City,9,Public,2017,Solar,0
54111,City of Iowa City,10,Public,2017,Unknown sources,
54048,City of Knoxville,1,Public,2017,Coal,34.9
54048,City of Knoxville,2,Public,2017,Gas,29.9
54048,City of Knoxville,3,Public,2017,Oil,0
54048,City of Knoxville,4,Public,2017,Nuclear,19.9
54048,City of Knoxville,5,Public,2017,Hydro,15.3
54048,City of Knoxville,6,Public,2017,Biomass,0
54048,City of Knoxville,7,Public,2017,Wind,0
54048,City of Knoxville,8,Public,2017,Geothermal,0
54048,City of Knoxville,9,Public,2017,Solar,0
54048,City of Knoxville,10,Public,2017,Unknown sources,
57616,"City of Lake Forest, IL",1,Public,2017,Coal,
57616,"City of Lake Forest, IL",2,Public,2017,Gas,
57616,"City of Lake Forest, IL",3,Public,2017,Oil,
57616,"City of Lake Forest, IL",4,Public,2017,Nuclear,
57616,"City of Lake Forest, IL",5,Public,2017,Hydro,
57616,"City of Lake Forest, IL",6,Public,2017,Biomass,
57616,"City of Lake Forest, IL",7,Public,2017,Wind,
57616,"City of Lake Forest, IL",8,Public,2017,Geothermal,
57616,"City of Lake Forest, IL",9,Public,2017,Solar,
57616,"City of Lake Forest, IL",10,Public,2017,Unknown sources,
54075,City of Lakewood,1,Public,2017,Coal,52.9
54075,City of Lakewood,2,Public,2017,Gas,23.5
54075,City of Lakewood,3,Public,2017,Oil,0
54075,City of Lakewood,4,Public,2017,Nuclear,0
54075,City of Lakewood,5,Public,2017,Hydro,2
54075,City of Lakewood,6,Public,2017,Biomass,0.1
54075,City of Lakewood,7,Public,2017,Wind,19.3
54075,City of Lakewood,8,Public,2017,Geothermal,0
54075,City of Lakewood,9,Public,2017,Solar,1.3
54075,City of Lakewood,10,Public,2017,Unknown sources,0.9
54057,City of Lancaster,1,Public,2017,Coal,0
54057,City of Lancaster,2,Public,2017,Gas,27
54057,City of Lancaster,3,Public,2017,Oil,0
54057,City of Lancaster,4,Public,2017,Nuclear,6
54057,City of Lancaster,5,Public,2017,Hydro,3
54057,City of Lancaster,6,Public,2017,Biomass,1
54057,City of Lancaster,7,Public,2017,Wind,10
54057,City of Lancaster,8,Public,2017,Geothermal,9
54057,City of Lancaster,9,Public,2017,Solar,4
54057,City of Lancaster,10,Public,2017,Unknown sources,40
10495,City of Las Vegas,1,Public,2017,Coal,6
10495,City of Las Vegas,2,Public,2017,Gas,74.98
10495,City of Las Vegas,3,Public,2017,Oil,0
10495,City of Las Vegas,4,Public,2017,Nuclear,0
10495,City of Las Vegas,5,Public,2017,Hydro,0.08
10495,City of Las Vegas,6,Public,2017,Biomass,0.29
10495,City of Las Vegas,7,Public,2017,Wind,1.4
10495,City of Las Vegas,8,Public,2017,Geothermal,13.15
10495,City of Las Vegas,9,Public,2017,Solar,4.1
10495,City of Las Vegas,10,Public,2017,Unknown sources,0
50558,"City of London, ON",1,Public,2017,Coal,0
50558,"City of London, ON",2,Public,2017,Gas,9.7
50558,"City of London, ON",3,Public,2017,Oil,0
50558,"City of London, ON",4,Public,2017,Nuclear,58
50558,"City of London, ON",5,Public,2017,Hydro,23
50558,"City of London, ON",6,Public,2017,Biomass,0.4
50558,"City of London, ON",7,Public,2017,Wind,6.4
50558,"City of London, ON",8,Public,2017,Geothermal,
50558,"City of London, ON",9,Public,2017,Solar,1.9
50558,"City of London, ON",10,Public,2017,Unknown sources,
50551,City of Long Beach,1,Public,2017,Coal,
50551,City of Long Beach,2,Public,2017,Gas,26
50551,City of Long Beach,3,Public,2017,Oil,
50551,City of Long Beach,4,Public,2017,Nuclear,6
50551,City of Long Beach,5,Public,2017,Hydro,2
50551,City of Long Beach,6,Public,2017,Biomass,1
50551,City of Long Beach,7,Public,2017,Wind,8
50551,City of Long Beach,8,Public,2017,Geothermal,9
50551,City of Long Beach,9,Public,2017,Solar,7
50551,City of Long Beach,10,Public,2017,Unknown sources,41
49333,"City of Louisville, KY",1,Public,2017,Coal,88
49333,"City of Louisville, KY",2,Public,2017,Gas,10
49333,"City of Louisville, KY",3,Public,2017,Oil,
49333,"City of Louisville, KY",4,Public,2017,Nuclear,
49333,"City of Louisville, KY",5,Public,2017,Hydro,2
49333,"City of Louisville, KY",6,Public,2017,Biomass,
49333,"City of Louisville, KY",7,Public,2017,Wind,
49333,"City of Louisville, KY",8,Public,2017,Geothermal,
49333,"City of Louisville, KY",9,Public,2017,Solar,
49333,"City of Louisville, KY",10,Public,2017,Unknown sources,
58513,City of Medford,1,Public,2017,Coal,2.4
58513,City of Medford,2,Public,2017,Gas,49.3
58513,City of Medford,3,Public,2017,Oil,0.5
58513,City of Medford,4,Public,2017,Nuclear,31
58513,City of Medford,5,Public,2017,Hydro,7.1
58513,City of Medford,6,Public,2017,Biomass,6.1
58513,City of Medford,7,Public,2017,Wind,2.4
58513,City of Medford,8,Public,2017,Geothermal,0
58513,City of Medford,9,Public,2017,Solar,0.6
58513,City of Medford,10,Public,2017,Unknown sources,0.6
36410,City of Memphis,1,Public,2017,Coal,29
36410,City of Memphis,2,Public,2017,Gas,18
36410,City of Memphis,3,Public,2017,Oil,
36410,City of Memphis,4,Public,2017,Nuclear,33
36410,City of Memphis,5,Public,2017,Hydro,9
36410,City of Memphis,6,Public,2017,Biomass,
36410,City of Memphis,7,Public,2017,Wind,1.5
36410,City of Memphis,8,Public,2017,Geothermal,
36410,City of Memphis,9,Public,2017,Solar,1.5
36410,City of Memphis,10,Public,2017,Unknown sources,
35870,City of Miami,1,Public,2017,Coal,
35870,City of Miami,2,Public,2017,Gas,
35870,City of Miami,3,Public,2017,Oil,
35870,City of Miami,4,Public,2017,Nuclear,
35870,City of Miami,5,Public,2017,Hydro,
35870,City of Miami,6,Public,2017,Biomass,
35870,City of Miami,7,Public,2017,Wind,
35870,City of Miami,8,Public,2017,Geothermal,
35870,City of Miami,9,Public,2017,Solar,
35870,City of Miami,10,Public,2017,Unknown sources,
43908,City of Milwaukee,1,Public,2017,Coal,56
43908,City of Milwaukee,2,Public,2017,Gas,7
43908,City of Milwaukee,3,Public,2017,Oil,6.84
43908,City of Milwaukee,4,Public,2017,Nuclear,12
43908,City of Milwaukee,5,Public,2017,Hydro,12
43908,City of Milwaukee,6,Public,2017,Biomass,2.4
43908,City of Milwaukee,7,Public,2017,Wind,3.2
43908,City of Milwaukee,8,Public,2017,Geothermal,0
43908,City of Milwaukee,9,Public,2017,Solar,0.56
43908,City of Milwaukee,10,Public,2017,Unknown sources,
35879,City of Minneapolis,1,Public,2017,Coal,34.6
35879,City of Minneapolis,2,Public,2017,Gas,14.8
35879,City of Minneapolis,3,Public,2017,Oil,
35879,City of Minneapolis,4,Public,2017,Nuclear,27
35879,City of Minneapolis,5,Public,2017,Hydro,7.3
35879,City of Minneapolis,6,Public,2017,Biomass,2
35879,City of Minneapolis,7,Public,2017,Wind,13.7
35879,City of Minneapolis,8,Public,2017,Geothermal,
35879,City of Minneapolis,9,Public,2017,Solar,0
35879,City of Minneapolis,10,Public,2017,Unknown sources,0.6
55419,City of Miramar,1,Public,2017,Coal,
55419,City of Miramar,2,Public,2017,Gas,
55419,City of Miramar,3,Public,2017,Oil,
55419,City of Miramar,4,Public,2017,Nuclear,
55419,City of Miramar,5,Public,2017,Hydro,
55419,City of Miramar,6,Public,2017,Biomass,
55419,City of Miramar,7,Public,2017,Wind,
55419,City of Miramar,8,Public,2017,Geothermal,
55419,City of Miramar,9,Public,2017,Solar,
55419,City of Miramar,10,Public,2017,Unknown sources,
58530,"City of Northampton, MA",1,Public,2017,Coal,3
58530,"City of Northampton, MA",2,Public,2017,Gas,33.2
58530,"City of Northampton, MA",3,Public,2017,Oil,9.8
58530,"City of Northampton, MA",4,Public,2017,Nuclear,17.1
58530,"City of Northampton, MA",5,Public,2017,Hydro,2.9
58530,"City of Northampton, MA",6,Public,2017,Biomass,2.1
58530,"City of Northampton, MA",7,Public,2017,Wind,5.4
58530,"City of Northampton, MA",8,Public,2017,Geothermal,
58530,"City of Northampton, MA",9,Public,2017,Solar,2.8
58530,"City of Northampton, MA",10,Public,2017,Unknown sources,
50560,City of Oakland,1,Public,2017,Coal,0
50560,City of Oakland,2,Public,2017,Gas,23
50560,City of Oakland,3,Public,2017,Oil,0
50560,City of Oakland,4,Public,2017,Nuclear,21
50560,City of Oakland,5,Public,2017,Hydro,9
50560,City of Oakland,6,Public,2017,Biomass,5
50560,City of Oakland,7,Public,2017,Wind,7
50560,City of Oakland,8,Public,2017,Geothermal,5
50560,City of Oakland,9,Public,2017,Solar,9
50560,City of Oakland,10,Public,2017,Unknown sources,21
14344,"City of Park City, UT",1,Public,2017,Coal,61.9
14344,"City of Park City, UT",2,Public,2017,Gas,15.4
14344,"City of Park City, UT",3,Public,2017,Oil,
14344,"City of Park City, UT",4,Public,2017,Nuclear,0
14344,"City of Park City, UT",5,Public,2017,Hydro,5.18
14344,"City of Park City, UT",6,Public,2017,Biomass,0.43
14344,"City of Park City, UT",7,Public,2017,Wind,7.1
14344,"City of Park City, UT",8,Public,2017,Geothermal,0.38
14344,"City of Park City, UT",9,Public,2017,Solar,0.08
14344,"City of Park City, UT",10,Public,2017,Unknown sources,9.47
35874,City of Phoenix,1,Public,2017,Coal,38.8
35874,City of Phoenix,2,Public,2017,Gas,16.3
35874,City of Phoenix,3,Public,2017,Oil,0.1
35874,City of Phoenix,4,Public,2017,Nuclear,36
35874,City of Phoenix,5,Public,2017,Hydro,6.5
35874,City of Phoenix,6,Public,2017,Biomass,
35874,City of Phoenix,7,Public,2017,Wind,
35874,City of Phoenix,8,Public,2017,Geothermal,
35874,City of Phoenix,9,Public,2017,Solar,2.3
35874,City of Phoenix,10,Public,2017,Unknown sources,
49327,City of Providence,1,Public,2017,Coal,2.4
49327,City of Providence,2,Public,2017,Gas,49.3
49327,City of Providence,3,Public,2017,Oil,0.5
49327,City of Providence,4,Public,2017,Nuclear,31
49327,City of Providence,5,Public,2017,Hydro,7.1
49327,City of Providence,6,Public,2017,Biomass,6.64
49327,City of Providence,7,Public,2017,Wind,2.4
49327,City of Providence,8,Public,2017,Geothermal,0
49327,City of Providence,9,Public,2017,Solar,0.6
49327,City of Providence,10,Public,2017,Unknown sources,0
58511,"City of Richmond, CA",1,Public,2017,Coal,
58511,"City of Richmond, CA",2,Public,2017,Gas,
58511,"City of Richmond, CA",3,Public,2017,Oil,
58511,"City of Richmond, CA",4,Public,2017,Nuclear,
58511,"City of Richmond, CA",5,Public,2017,Hydro,
58511,"City of Richmond, CA",6,Public,2017,Biomass,
58511,"City of Richmond, CA",7,Public,2017,Wind,
58511,"City of Richmond, CA",8,Public,2017,Geothermal,
58511,"City of Richmond, CA",9,Public,2017,Solar,
58511,"City of Richmond, CA",10,Public,2017,Unknown sources,
49334,"City of Richmond, VA",1,Public,2017,Coal,10
49334,"City of Richmond, VA",2,Public,2017,Gas,48
49334,"City of Richmond, VA",3,Public,2017,Oil,0.2
49334,"City of Richmond, VA",4,Public,2017,Nuclear,37
49334,"City of Richmond, VA",5,Public,2017,Hydro,1
49334,"City of Richmond, VA",6,Public,2017,Biomass,0
49334,"City of Richmond, VA",7,Public,2017,Wind,0
49334,"City of Richmond, VA",8,Public,2017,Geothermal,0
49334,"City of Richmond, VA",9,Public,2017,Solar,3.8
49334,"City of Richmond, VA",10,Public,2017,Unknown sources,0
35878,City of Sacramento,1,Public,2017,Coal,0
35878,City of Sacramento,2,Public,2017,Gas,41
35878,City of Sacramento,3,Public,2017,Oil,0
