Account ID	Account Name	Row	Access	Project Year	Energy Source	Percent
58610	Municipality of Hjørring	7	Public	2017	Wind	25.9
58610	Municipality of Hjørring	8	Public	2017	Geothermal	
58610	Municipality of Hjørring	9	Public	2017	Solar	2.2
58610	Municipality of Hjørring	10	Public	2017	Unknown sources	
55442	Município de Moita	1	Public	2017	Coal	8.2
55442	Município de Moita	2	Public	2017	Gas	6.9
55442	Município de Moita	3	Public	2017	Oil	
55442	Município de Moita	4	Public	2017	Nuclear	
55442	Município de Moita	5	Public	2017	Hydro	13.9
55442	Município de Moita	6	Public	2017	Biomass	
55442	Município de Moita	7	Public	2017	Wind	49.6
55442	Município de Moita	8	Public	2017	Geothermal	
55442	Município de Moita	9	Public	2017	Solar	9.6
55442	Município de Moita	10	Public	2017	Unknown sources	
50665	Município de Ovar	1	Public	2017	Coal	23
50665	Município de Ovar	2	Public	2017	Gas	19
50665	Município de Ovar	3	Public	2017	Oil	32
50665	Município de Ovar	4	Public	2017	Nuclear	0
50665	Município de Ovar	5	Public	2017	Hydro	26
50665	Município de Ovar	6	Public	2017	Biomass	0
50665	Município de Ovar	7	Public	2017	Wind	0
50665	Município de Ovar	8	Public	2017	Geothermal	0
50665	Município de Ovar	9	Public	2017	Solar	0
50665	Município de Ovar	10	Public	2017	Unknown sources	
49363	Nelson Mandela Bay Municipality	1	Public	2017	Coal	80
49363	Nelson Mandela Bay Municipality	2	Public	2017	Gas	
49363	Nelson Mandela Bay Municipality	3	Public	2017	Oil	
49363	Nelson Mandela Bay Municipality	4	Public	2017	Nuclear	
49363	Nelson Mandela Bay Municipality	5	Public	2017	Hydro	
49363	Nelson Mandela Bay Municipality	6	Public	2017	Biomass	
49363	Nelson Mandela Bay Municipality	7	Public	2017	Wind	5
49363	Nelson Mandela Bay Municipality	8	Public	2017	Geothermal	
49363	Nelson Mandela Bay Municipality	9	Public	2017	Solar	5
49363	Nelson Mandela Bay Municipality	10	Public	2017	Unknown sources	10
58796	Odder Kommune	1	Public	2017	Coal	70
58796	Odder Kommune	2	Public	2017	Gas	15
58796	Odder Kommune	3	Public	2017	Oil	0
58796	Odder Kommune	4	Public	2017	Nuclear	0
58796	Odder Kommune	5	Public	2017	Hydro	0
58796	Odder Kommune	6	Public	2017	Biomass	5
58796	Odder Kommune	7	Public	2017	Wind	10
58796	Odder Kommune	8	Public	2017	Geothermal	0
58796	Odder Kommune	9	Public	2017	Solar	
58796	Odder Kommune	10	Public	2017	Unknown sources	
58620	Skive Kommune	1	Public	2017		
58488	Sonderborg Kommune	1	Public	2017	Coal	24
58488	Sonderborg Kommune	2	Public	2017	Gas	8
58488	Sonderborg Kommune	3	Public	2017	Oil	1
58488	Sonderborg Kommune	4	Public	2017	Nuclear	2
58488	Sonderborg Kommune	5	Public	2017	Hydro	7
58488	Sonderborg Kommune	6	Public	2017	Biomass	14
58488	Sonderborg Kommune	7	Public	2017	Wind	42
58488	Sonderborg Kommune	8	Public	2017	Geothermal	0
58488	Sonderborg Kommune	9	Public	2017	Solar	2
58488	Sonderborg Kommune	10	Public	2017	Unknown sources	0
35449	Stadt Zürich	1	Public	2017	Coal	0
35449	Stadt Zürich	2	Public	2017	Gas	0
35449	Stadt Zürich	3	Public	2017	Oil	0
35449	Stadt Zürich	4	Public	2017	Nuclear	28.3
35449	Stadt Zürich	5	Public	2017	Hydro	61.5
35449	Stadt Zürich	6	Public	2017	Biomass	6.1
35449	Stadt Zürich	7	Public	2017	Wind	3.3
35449	Stadt Zürich	8	Public	2017	Geothermal	0
35449	Stadt Zürich	9	Public	2017	Solar	0.8
35449	Stadt Zürich	10	Public	2017	Unknown sources	
35885	Tel Aviv-Yafo Municipality	1	Public	2017	Coal	59
35885	Tel Aviv-Yafo Municipality	2	Public	2017	Gas	40
35885	Tel Aviv-Yafo Municipality	3	Public	2017	Oil	
35885	Tel Aviv-Yafo Municipality	4	Public	2017	Nuclear	
35885	Tel Aviv-Yafo Municipality	5	Public	2017	Hydro	
35885	Tel Aviv-Yafo Municipality	6	Public	2017	Biomass	
35885	Tel Aviv-Yafo Municipality	7	Public	2017	Wind	
35885	Tel Aviv-Yafo Municipality	8	Public	2017	Geothermal	
35885	Tel Aviv-Yafo Municipality	9	Public	2017	Solar	1
35885	Tel Aviv-Yafo Municipality	10	Public	2017	Unknown sources	
35755	Village of Kadiovacik	1	Public	2017	Coal	23
35755	Village of Kadiovacik	2	Public	2017	Gas	28
35755	Village of Kadiovacik	3	Public	2017	Oil	1
35755	Village of Kadiovacik	4	Public	2017	Nuclear	0
35755	Village of Kadiovacik	5	Public	2017	Hydro	35
35755	Village of Kadiovacik	6	Public	2017	Biomass	1
35755	Village of Kadiovacik	7	Public	2017	Wind	7
35755	Village of Kadiovacik	8	Public	2017	Geothermal	1
35755	Village of Kadiovacik	9	Public	2017	Solar	1
35755	Village of Kadiovacik	10	Public	2017	Unknown sources	3
50792	Ville de Monaco	1	Public	2017	Coal	1.6
50792	Ville de Monaco	2	Public	2017	Gas	1.3
50792	Ville de Monaco	3	Public	2017	Oil	1
50792	Ville de Monaco	4	Public	2017	Nuclear	82.2
50792	Ville de Monaco	5	Public	2017	Hydro	7.9
50792	Ville de Monaco	6	Public	2017	Biomass	0.9
50792	Ville de Monaco	7	Public	2017	Wind	3.2
50792	Ville de Monaco	8	Public	2017	Geothermal	
50792	Ville de Monaco	9	Public	2017	Solar	1.4
50792	Ville de Monaco	10	Public	2017	Unknown sources	
59160	Ville de Nyon	1	Public	2017	Coal	
59160	Ville de Nyon	2	Public	2017	Gas	2.5
59160	Ville de Nyon	3	Public	2017	Oil	
59160	Ville de Nyon	4	Public	2017	Nuclear	
59160	Ville de Nyon	5	Public	2017	Hydro	86
59160	Ville de Nyon	6	Public	2017	Biomass	
59160	Ville de Nyon	7	Public	2017	Wind	
59160	Ville de Nyon	8	Public	2017	Geothermal	
59160	Ville de Nyon	9	Public	2017	Solar	4.8
59160	Ville de Nyon	10	Public	2017	Unknown sources	5.8
36154	Vilnius City Municipality	1	Public	2017	Coal	
36154	Vilnius City Municipality	2	Public	2017	Gas	
36154	Vilnius City Municipality	3	Public	2017	Oil	
36154	Vilnius City Municipality	4	Public	2017	Nuclear	
36154	Vilnius City Municipality	5	Public	2017	Hydro	3
36154	Vilnius City Municipality	6	Public	2017	Biomass	96
36154	Vilnius City Municipality	7	Public	2017	Wind	
36154	Vilnius City Municipality	8	Public	2017	Geothermal	
36154	Vilnius City Municipality	9	Public	2017	Solar	1
36154	Vilnius City Municipality	10	Public	2017	Unknown sources	
60140	City of Nakuru	1	Public	2017	Coal	0
60140	City of Nakuru	2	Public	2017	Gas	6
60140	City of Nakuru	3	Public	2017	Oil	0
60140	City of Nakuru	4	Public	2017	Nuclear	0
60140	City of Nakuru	5	Public	2017	Hydro	0
60140	City of Nakuru	6	Public	2017	Biomass	60
